,x,y,z,catch_ids,area
64,342995.38077772845,7007016.248762265,931.6875,1996,337.5919402074494
65,342788.3263672857,7008922.711590926,930.1099853515625,1996,73248.45168609505
66,342600.2576792579,7009481.35243462,965.0449829101562,1996,781038.9170961906
67,342776.8215937424,7010449.0371630015,967.8499755859375,1996,430807.15152253234
68,342910.05688606505,7011488.782334438,950.89501953125,1996,177085.6211132507
69,342863.88079849584,7012017.645717244,931.4749755859375,1996,8707.231141643655
70,343605.82531121664,6986890.589613467,766.9724731445312,1996,176182.8845086729
71,343500.00000000006,6987499.999999999,748.7899780273438,1996,1000000.0
72,343500.0000000001,6988500.0,733.739990234375,1996,1000000.0
73,343500.0,6989500.000000001,733.9500122070312,1996,1000000.0
74,343500.0,6990500.000000002,828.14501953125,1996,1000000.0
75,343500.0,6991499.999999999,875.0900268554688,1996,1000000.0
76,343500.0,6992499.999999999,800.7775268554688,1996,1000000.0
77,343500.0,6993499.999999999,761.3150024414062,1996,1000000.0
78,343500.0,6994500.0,821.010009765625,1996,1000000.0
79,343500.0,6995500.0,876.3574829101562,1996,1000000.0
80,343500.0,6996500.0,881.5700073242188,1996,1000000.0
81,343500.0,6997499.999999999,819.4749755859375,1996,1000000.0
82,343500.0,6998499.999999998,765.469970703125,1996,1000000.0
83,343500.0,6999499.999999999,739.905029296875,1996,1000000.0
84,343500.0,7000500.0,748.6275024414062,1996,1000000.0
85,343500.0,7001500.0,780.7374877929688,1996,1000000.0
86,343500.0,7002500.0,768.8624877929688,1996,1000000.0
87,343500.0,7003499.999999999,761.594970703125,1996,1000000.0
88,343499.99999999994,7004499.999999999,761.58251953125,1996,1000000.0
89,343500.0,7005499.999999999,804.0650024414062,1996,1000000.0
90,343500.00000000006,7006500.0,880.6849975585938,1996,1000000.0
91,343662.9268858987,7007404.563587426,972.9025268554688,1996,571812.1621099286
92,343599.01781532896,7008566.588925912,907.6300048828125,1996,759509.0980165262
93,343500.0,7009499.999999997,906.2775268554688,1996,1000000.0
94,343500.0,7010499.999999999,908.489990234375,1996,1000000.0
95,343314.45201497537,7011385.62896004,927.552490234375,1996,529337.6772709645
96,343052.7538060566,7012011.326057216,917.1500244140625,1996,2667.7076378426054
97,344923.3091018938,6984787.120590766,746.70751953125,1996,67971.79750583539
98,344750.3653475902,6985539.032651613,755.1849975585938,1996,473865.5752654762
99,344684.27685354144,6986576.197939992,794.1699829101562,1996,554383.4512627164
100,344500.0,6987499.999999999,781.9025268554688,1996,1000000.0
101,344500.0,6988500.0,735.407470703125,1996,1000000.0
102,344500.0,6989500.0,735.04248046875,1996,1000000.0
103,344500.0,6990500.0,828.8674926757812,1996,1000000.0
104,344500.0,6991499.999999999,894.45751953125,1996,1000000.0
105,344500.0,6992499.999999999,794.5750122070312,1996,1000000.0
106,344500.0,6993499.999999999,770.6724853515625,1996,1000000.0
107,344500.0,6994500.000000001,861.8975219726562,1996,1000000.0
108,344500.0,6995500.0,916.2449951171875,1996,1000000.0
109,344500.0,6996500.0,913.4349975585938,1996,1000000.0
110,344500.0,6997499.999999999,823.70751953125,1996,1000000.0
111,344500.0,6998499.999999999,761.0025024414062,1996,1000000.0
112,344499.99999999994,6999499.999999999,734.2474975585938,1996,1000000.0
113,344500.0000000001,7000500.0,733.0,1996,1000000.0
114,344500.0,7001500.0,733.0,1996,1000000.0
115,344500.00000000006,7002500.0,733.5700073242188,1996,1000000.0
116,344500.0,7003499.999999999,764.3800048828125,1996,1000000.0
117,344500.0,7004499.999999999,790.60498046875,1996,1000000.0
118,344500.00000000006,7005500.000000001,846.0499877929688,1996,1000000.0
119,344500.0,7006500.0,909.7949829101562,1996,1000000.0
120,344500.0,7007500.0,1028.0450439453125,1996,1000000.0
121,344500.0,7008500.0,854.1224975585938,1996,1000000.0
122,344500.0,7009499.999999999,874.1950073242188,1996,1000000.0
123,344482.164525268,7010420.1385965105,901.2575073242188,1996,833914.5184548444
124,344045.77934296406,7011050.954534593,881.7949829101562,1996,10187.838206098626
125,345593.89931355533,6983682.130116182,744.2675170898438,1996,563395.0796876705
126,345501.96199591487,6984501.840523517,734.4650268554688,1996,995940.1402342265
127,345499.99999999994,6985499.999999999,746.5850219726562,1996,1000000.0
128,345500.0000000001,6986499.999999999,760.1224975585938,1996,1000000.0
129,345500.0,6987499.999999999,763.27001953125,1996,1000000.0
130,345500.0,6988500.0,734.52001953125,1996,1000000.0
131,345500.0,6989500.0,757.2249755859375,1996,1000000.0
132,345500.00000000006,6990500.0,807.947509765625,1996,1000000.0
133,345500.0,6991499.999999999,810.9299926757812,1996,1000000.0
134,345500.0,6992499.999999999,739.4149780273438,1996,1000000.0
135,345500.0,6993499.999999999,799.2050170898438,1996,1000000.0
136,345500.0,6994500.0,859.1224975585938,1996,1000000.0
137,345500.0,6995500.0,914.9199829101562,1996,1000000.0
138,345499.99999999994,6996500.0,897.41748046875,1996,1000000.0
139,345500.0,6997499.999999999,804.9124755859375,1996,1000000.0
140,345499.9999999999,6998499.999999999,741.3900146484375,1996,1000000.0
141,345500.0,6999499.999999998,733.2650146484375,1996,1000000.0
142,345500.0,7000500.0,733.0,1996,1000000.0
143,345500.0,7001500.0,734.282470703125,1996,1000000.0
144,345500.0,7002500.0,746.08251953125,1996,1000000.0
145,345500.0,7003499.999999999,767.45751953125,1996,1000000.0
146,345499.9999999999,7004499.999999999,789.592529296875,1996,1000000.0
147,345500.00000000006,7005499.999999999,825.5650024414062,1996,1000000.0
148,345499.9999999999,7006499.999999998,869.9600219726562,1996,1000000.0
149,345500.0,7007500.0,828.072509765625,1996,1000000.0
150,345500.0,7008499.999999999,818.7675170898438,1996,1000000.0
151,345500.0,7009499.999999999,867.6099853515625,1996,1000000.0
152,345456.07334812457,7010435.714452667,926.8200073242188,1996,836865.9746792028
153,346710.4409306817,6982854.149375972,778.5850219726562,1996,187768.0925096451
154,346510.154116426,6983510.5361022735,751.280029296875,1996,976257.9641016531
155,346500.0,6984500.0,734.5599975585938,1996,1000000.0
156,346500.0,6985499.999999999,733.0374755859375,1996,1000000.0
157,346500.0,6986499.999999999,737.5125122070312,1996,1000000.0
158,346500.0,6987499.999999999,733.2374877929688,1996,1000000.0
159,346500.0,6988500.0,733.0,1996,1000000.0
160,346499.99999999994,6989499.999999998,782.114990234375,1996,1000000.0
161,346500.0,6990500.0,798.9500122070312,1996,1000000.0
162,346499.9999999999,6991499.999999999,737.2374877929688,1996,1000000.0
163,346500.0,6992499.999999999,747.3925170898438,1996,1000000.0
164,346500.0,6993499.999999999,807.6649780273438,1996,1000000.0
165,346500.0,6994500.000000001,860.10498046875,1996,1000000.0
166,346500.0,6995500.0,941.2650146484375,1996,1000000.0
167,346499.99999999994,6996500.0,884.2675170898438,1996,1000000.0
168,346500.0,6997499.999999999,805.239990234375,1996,1000000.0
169,346500.0,6998500.000000001,746.3400268554688,1996,1000000.0
170,346499.99999999994,6999499.999999998,733.5225219726562,1996,1000000.0
171,346500.0,7000500.0,733.0,1996,1000000.0
172,346500.0,7001500.0,758.2224731445312,1996,1000000.0
173,346499.99999999994,7002500.0,781.114990234375,1996,1000000.0
174,346500.0,7003499.999999999,813.8375244140625,1996,1000000.0
175,346500.0,7004499.999999998,803.29248046875,1996,1000000.0
176,346500.0,7005499.999999999,813.5275268554688,1996,1000000.0
177,346500.0,7006500.0,816.760009765625,1996,1000000.0
178,346500.0,7007499.999999998,801.6525268554688,1996,1000000.0
179,346408.4818192732,7008449.1730795605,806.4550170898438,1996,788722.653400143
180,346261.8862070734,7009376.733549762,849.6425170898438,1996,432588.6872363317
181,346017.38671911927,7010048.518660948,863.91748046875,1996,3795.826500940349
182,347820.622659065,6981716.33436436,928.635009765625,1996,228704.25490740556
183,347540.02220261394,6982538.984193553,813.52001953125,1996,898474.6355851266
184,347500.00000000006,6983500.0,772.3624877929688,1996,1000000.0
185,347499.99999999994,6984499.999999999,750.8350219726562,1996,1000000.0
186,347500.0,6985499.999999999,733.8400268554688,1996,1000000.0
187,347500.0,6986499.999999999,733.0,1996,1000000.0
188,347499.99999999994,6987499.999999998,733.0,1996,1000000.0
189,347500.0,6988500.0,733.0,1996,1000000.0
190,347500.0,6989500.0,740.219970703125,1996,1000000.0
191,347500.00000000006,6990500.0,754.1375122070312,1996,1000000.0
192,347500.00000000006,6991499.999999999,734.092529296875,1996,1000000.0
193,347499.99999999994,6992499.999999998,748.342529296875,1996,1000000.0
194,347500.0,6993499.999999999,766.2974853515625,1996,1000000.0
195,347499.99999999994,6994499.999999998,830.04248046875,1996,1000000.0
196,347500.0000000001,6995500.0,851.9224853515625,1996,1000000.0
197,347500.0,6996500.0,823.4025268554688,1996,1000000.0
198,347500.0000000001,6997500.0,786.2725219726562,1996,1000000.0
199,347500.00000000006,6998499.999999999,735.5700073242188,1996,1000000.0
200,347500.0,6999499.999999999,733.0,1996,1000000.0
201,347500.0,7000500.0,733.0,1996,1000000.0
202,347500.0,7001499.999999998,750.052490234375,1996,1000000.0
203,347500.0,7002500.0,835.5,1996,1000000.0
204,347500.0,7003500.0,788.5075073242188,1996,1000000.0
205,347500.0,7004499.999999999,776.39501953125,1996,1000000.0
206,347500.0,7005499.999999999,778.1799926757812,1996,1000000.0
207,347500.0000000001,7006500.0,776.4949951171875,1996,1000000.0
208,347485.6676283468,7007482.744335798,779.4400024414062,1996,962106.1031539815
209,347230.6317776961,7008125.523710573,799.1224975585938,1996,125168.53337231047
210,348647.27543372253,6980657.363879486,1175.177490234375,1996,538559.7734640981
211,348502.87029538024,6981502.731135223,1054.762451171875,1996,993969.6240023656
212,348500.0,6982499.999999998,853.2249755859375,1996,1000000.0
213,348500.0000000001,6983500.0,820.197509765625,1996,1000000.0
214,348500.0,6984500.0,785.7974853515625,1996,1000000.0
215,348500.0,6985499.999999999,735.552490234375,1996,1000000.0
216,348500.0,6986499.999999999,733.0,1996,1000000.0
217,348500.0,6987499.999999999,733.0,1996,1000000.0
218,348500.0,6988500.0,733.0,1996,1000000.0
219,348500.0,6989500.000000001,733.0,1996,1000000.0
220,348500.0,6990500.0,733.094970703125,1996,1000000.0
221,348500.0,6991499.999999999,733.2899780273438,1996,1000000.0
222,348500.0,6992499.999999999,733.2525024414062,1996,1000000.0
223,348500.0,6993499.999999999,733.0125122070312,1996,1000000.0
224,348500.0,6994500.0,743.8300170898438,1996,1000000.0
225,348499.99999999994,6995500.0,754.3275146484375,1996,1000000.0
226,348500.0,6996500.0,760.2650146484375,1996,1000000.0
227,348500.0000000001,6997499.999999999,736.1824951171875,1996,1000000.0
228,348500.0,6998499.999999999,733.094970703125,1996,1000000.0
229,348500.0,6999499.999999999,733.0,1996,1000000.0
230,348500.0,7000500.0,733.0,1996,1000000.0
231,348500.0,7001499.999999998,748.342529296875,1996,1000000.0
232,348500.0,7002500.0,761.072509765625,1996,1000000.0
233,348500.0,7003499.999999999,762.032470703125,1996,1000000.0
234,348500.0,7004499.999999999,755.3049926757812,1996,1000000.0
235,348499.99999999994,7005499.999999999,781.3599853515625,1996,1000000.0
236,348500.0,7006500.0,765.8875122070312,1996,1000000.0
237,348455.7891361824,7007315.670523444,790.9349975585938,1996,616626.4289378937
238,349459.68972746,6979937.672524481,1324.1075439453125,1996,99593.10475089167
239,349500.54993799387,6980500.545118248,1393.487548828125,1996,998869.9210847021
240,349500.0,6981499.999999998,1216.83251953125,1996,1000000.0
241,349500.0000000001,6982500.000000001,898.030029296875,1996,1000000.0
242,349500.0,6983500.0,841.3275146484375,1996,1000000.0
243,349500.0,6984500.0,786.1425170898438,1996,1000000.0
244,349500.0,6985499.999999999,735.5175170898438,1996,1000000.0
245,349500.0,6986499.999999999,733.0,1996,1000000.0
246,349500.0,6987499.999999999,733.0,1996,1000000.0
247,349499.99999999994,6988500.0,734.3775024414062,1996,1000000.0
248,349500.0,6989500.0,735.5900268554688,1996,1000000.0
249,349500.0,6990500.0,737.5499877929688,1996,1000000.0
250,349500.0,6991499.999999999,742.4000244140625,1996,1000000.0
251,349500.0,6992499.999999999,740.5599975585938,1996,1000000.0
252,349499.99999999994,6993499.999999999,735.2725219726562,1996,1000000.0
253,349500.00000000006,6994500.0,733.1950073242188,1996,1000000.0
254,349500.0,6995500.0,733.0050048828125,1996,1000000.0
255,349500.0,6996500.0,733.0,1996,1000000.0
256,349500.0,6997500.0,733.0,1996,1000000.0
257,349500.0000000001,6998499.999999999,733.0,1996,1000000.0
258,349500.00000000006,6999499.999999999,733.0,1996,1000000.0
259,349499.99999999994,7000500.0,733.0,1996,1000000.0
260,349500.0,7001500.0,733.0474853515625,1996,1000000.0
261,349500.0,7002500.0,737.9425048828125,1996,1000000.0
262,349500.0,7003499.999999999,746.0850219726562,1996,1000000.0
263,349500.0,7004500.000000001,753.95751953125,1996,1000000.0
264,349500.0000000001,7005499.999999999,758.719970703125,1996,1000000.0
265,349500.0,7006500.0,766.407470703125,1996,1000000.0
266,349480.52546477533,7007224.727581609,814.8699951171875,1996,443899.1401229908
267,350085.8821624429,6979969.560549475,1393.3800048828125,1996,7939.552687579858
268,350494.096350456,6980522.290852564,1394.125,1996,954585.0033475993
269,350500.00000000006,6981500.000000001,1187.7774658203125,1996,1000000.0
270,350500.0,6982499.999999998,936.45751953125,1996,1000000.0
271,350500.0,6983500.0,865.6599731445312,1996,1000000.0
272,350500.0,6984500.0,758.4324951171875,1996,1000000.0
273,350500.00000000006,6985499.999999999,733.9974975585938,1996,1000000.0
274,350500.0,6986499.999999999,733.0,1996,1000000.0
275,350500.0,6987499.999999999,734.1400146484375,1996,1000000.0
276,350500.0,6988500.0,764.4099731445312,1996,1000000.0
277,350500.0,6989499.999999998,792.552490234375,1996,1000000.0
278,350500.0000000001,6990500.000000002,793.094970703125,1996,1000000.0
279,350500.0,6991499.999999999,816.467529296875,1996,1000000.0
280,350500.00000000006,6992499.999999999,794.2349853515625,1996,1000000.0
281,350500.0,6993499.999999999,777.1824951171875,1996,1000000.0
282,350500.0,6994500.0,738.8724975585938,1996,1000000.0
283,350500.0,6995500.000000001,734.8574829101562,1996,1000000.0
284,350500.0,6996500.0,733.89501953125,1996,1000000.0
285,350500.0,6997499.999999999,733.2324829101562,1996,1000000.0
286,350500.00000000006,6998499.999999999,734.197509765625,1996,1000000.0
287,350500.0,6999499.999999999,733.5374755859375,1996,1000000.0
288,350500.0,7000500.0,734.782470703125,1996,1000000.0
289,350500.0,7001500.0,737.6525268554688,1996,1000000.0
290,350500.0,7002500.0,766.5374755859375,1996,1000000.0
291,350500.0,7003499.999999999,795.1724853515625,1996,1000000.0
292,350500.0,7004499.999999999,764.6799926757812,1996,1000000.0
293,350500.0000000001,7005500.000000001,760.0075073242188,1996,1000000.0
294,350500.0000000001,7006500.0,799.2750244140625,1996,1000000.0
295,350369.8639642616,7007096.939074057,825.4324951171875,1996,155868.62260048662
296,351673.28388829017,6979883.434267464,1186.68994140625,1996,169558.78563459526
297,351500.4440768291,6980500.453247025,1307.094970703125,1996,999075.4629180892
298,351500.0,6981499.999999999,1191.737548828125,1996,1000000.0
299,351500.0,6982500.0,1087.6424560546875,1996,1000000.0
300,351500.0,6983500.0,881.0050048828125,1996,1000000.0
301,351499.99999999994,6984500.0,776.1124877929688,1996,1000000.0
302,351500.00000000006,6985499.999999999,736.1425170898438,1996,1000000.0
303,351500.0,6986499.999999999,733.5875244140625,1996,1000000.0
304,351500.0,6987500.000000001,759.010009765625,1996,1000000.0
305,351500.0,6988500.0,844.7575073242188,1996,1000000.0
306,351500.0,6989500.0,940.780029296875,1996,1000000.0
307,351500.0,6990500.0,894.8699951171875,1996,1000000.0
308,351500.0000000001,6991499.999999999,928.39501953125,1996,1000000.0
309,351500.0,6992499.999999999,914.8624877929688,1996,1000000.0
310,351500.00000000006,6993499.999999999,847.407470703125,1996,1000000.0
311,351500.0,6994500.0,779.2999877929688,1996,1000000.0
312,351499.99999999994,6995499.999999998,770.2949829101562,1996,1000000.0
313,351500.0,6996500.0,754.4199829101562,1996,1000000.0
314,351500.0,6997499.999999999,741.9625244140625,1996,1000000.0
315,351500.0,6998499.999999999,758.6875,1996,1000000.0
316,351500.0,6999499.999999999,748.5800170898438,1996,1000000.0
317,351500.00000000006,7000500.0,773.2224731445312,1996,1000000.0
318,351500.0,7001500.0,810.4124755859375,1996,1000000.0
319,351397.35891051113,7002420.328285294,895.8049926757812,1996,723953.4746027988
320,351336.2651167681,7003483.253223485,847.0,1996,657762.3572407187
321,351367.8882826484,7004548.759135696,802.2100219726562,1996,702280.844675683
322,351288.3168753737,7005491.046683407,793.5875244140625,1996,575945.2481691515
323,351318.42510772194,7006511.873748881,805.9324951171875,1996,634623.0540470401
324,351347.2954865904,7007118.150380674,854.1950073242188,1996,143599.6626026063
325,352284.1013525435,6979837.323360801,1105.0899658203125,1996,187567.06945718284
326,352432.7033464249,6980558.8109298,1049.8399658203125,1996,825920.4063443153
327,352500.0,6981499.999999999,1001.0974731445312,1996,1000000.0
328,352500.0000000001,6982500.000000001,924.0775146484375,1996,1000000.0
329,352500.00000000006,6983500.0,809.9025268554688,1996,1000000.0
330,352500.00000000006,6984500.0,777.0250244140625,1996,1000000.0
331,352500.0000000001,6985500.0,759.6875,1996,1000000.0
332,352500.00000000006,6986499.999999999,747.9249877929688,1996,1000000.0
333,352500.0,6987499.999999999,828.1950073242188,1996,1000000.0
334,352500.00000000006,6988500.0,977.8474731445312,1996,1000000.0
335,352500.0,6989500.0,959.9450073242188,1996,1000000.0
336,352499.99999999994,6990500.0,955.75,1996,1000000.0
337,352499.99999999994,6991499.999999997,1007.2324829101562,1996,1000000.0
338,352500.0,6992499.999999999,1040.9200439453125,1996,1000000.0
339,352500.0,6993499.999999999,923.467529296875,1996,1000000.0
340,352500.0000000001,6994500.000000001,836.5449829101562,1996,1000000.0
341,352500.0,6995500.0,811.969970703125,1996,1000000.0
342,352499.99999999994,6996500.0,825.197509765625,1996,1000000.0
343,352500.0,6997499.999999999,827.1849975585938,1996,1000000.0
344,352500.0,6998499.999999998,795.947509765625,1996,1000000.0
345,352500.0,6999499.999999999,843.7000122070312,1996,1000000.0
346,352497.9115392609,7000498.125128364,862.1649780273438,1996,995706.3547919409
347,352497.39601921214,7001499.025220217,856.8250122070312,1996,994647.9527987136
348,352383.71210336767,7002149.837875503,864.1950073242188,1996,253509.14170828817
349,353200.9242909169,6980853.268133896,996.8925170898438,1996,130959.68595446815
350,353198.1921385352,6981397.689485105,935.33251953125,1996,348092.8106502902
351,353265.8557441416,6982645.360163912,902.3624877929688,1996,418883.8719140726
352,353420.77210291545,6983549.442631059,847.885009765625,1996,801840.4905579056
353,353500.0,6984500.0,809.2374877929688,1996,1000000.0
354,353500.00000000006,6985499.999999999,762.510009765625,1996,1000000.0
355,353500.0,6986499.999999999,811.4025268554688,1996,1000000.0
356,353500.0,6987499.999999999,982.344970703125,1996,1000000.0
357,353500.0000000001,6988500.0,980.6074829101562,1996,1000000.0
358,353500.0,6989500.0,997.8624877929688,1996,1000000.0
359,353500.0,6990500.0,1006.6375122070312,1996,1000000.0
360,353500.0,6991499.999999999,974.322509765625,1996,1000000.0
361,353500.0,6992499.999999999,941.8674926757812,1996,1000000.0
362,353500.00000000006,6993499.999999999,905.5750122070312,1996,1000000.0
363,353500.0,6994500.0,862.092529296875,1996,1000000.0
364,353500.00000000006,6995500.0,868.6875,1996,1000000.0
365,353500.0,6996500.0,903.3499755859375,1996,1000000.0
366,353500.0,6997499.999999999,893.9400024414062,1996,1000000.0
367,353500.00000000006,6998500.000000001,880.572509765625,1996,1000000.0
368,353450.0755082548,6999448.208608563,909.5399780273438,1996,863875.2580173349
369,353240.30256170314,7000302.71519143,901.0775146484375,1996,324765.65301275183
370,353027.46635883895,7001463.315748837,867.157470703125,1996,34423.15227522201
371,354209.30000335746,6983695.741524433,865.030029296875,1996,256790.3413540073
372,354475.95934327855,6984526.846933536,836.2324829101562,1996,936359.1336725401
373,354499.99999999994,6985499.999999997,840.3975219726562,1996,1000000.0
374,354500.0,6986499.999999999,872.7625122070312,1996,1000000.0
375,354500.00000000006,6987499.999999999,953.1099853515625,1996,1000000.0
376,354500.0,6988500.0,1056.6199951171875,1996,1000000.0
377,354500.00000000006,6989500.0,1183.6400146484375,1996,1000000.0
378,354500.00000000006,6990500.000000002,1064.12744140625,1996,1000000.0
379,354500.0,6991499.999999999,1008.717529296875,1996,1000000.0
380,354500.00000000006,6992499.999999999,970.3350219726562,1996,1000000.0
381,354500.0,6993499.999999999,946.45751953125,1996,1000000.0
382,354500.00000000006,6994500.0,919.0800170898438,1996,1000000.0
383,354500.0,6995500.0,928.530029296875,1996,1000000.0
384,354500.00000000006,6996500.0,982.8699951171875,1996,1000000.0
385,354500.0,6997499.999999999,978.907470703125,1996,1000000.0
386,354483.4736359422,6998477.543450544,957.1275024414062,1996,951246.4295605788
387,354170.4042488243,6999136.81203476,951.1074829101562,1996,104126.5304663559
388,355317.48970484454,6984606.750724007,867.8250122070312,1996,481299.35194749606
389,355442.57793820126,6985556.196518642,874.9124755859375,1996,838387.2763566813
390,355500.0,6986499.999999999,901.1875,1996,1000000.0
391,355500.0,6987499.999999999,962.6375122070312,1996,1000000.0
392,355500.0,6988500.0,1144.4000244140625,1996,1000000.0
393,355500.0,6989500.0,1285.9449462890625,1996,1000000.0
394,355500.0,6990500.0,1275.89501953125,1996,1000000.0
395,355500.0,6991499.999999999,1075.0250244140625,1996,1000000.0
396,355500.0,6992499.999999998,1068.8699951171875,1996,1000000.0
397,355500.0,6993500.000000001,1115.4599609375,1996,1000000.0
398,355499.9999999999,6994499.999999998,978.9149780273438,1996,1000000.0
399,355500.0,6995500.0,934.3599853515625,1996,1000000.0
400,355500.0,6996500.0,1013.5775146484375,1996,1000000.0
401,355485.08033110324,6997486.478217855,1028.1099853515625,1996,966582.6772878339
402,355302.65456284024,6998365.263095061,993.3574829101562,1996,489016.69577325543
403,356946.15611522936,6984927.710342548,897.7449951171875,1996,17405.746469903665
404,356538.71474249463,6985575.900945437,918.092529296875,1996,832953.9638808033
405,356500.0000000001,6986499.999999999,916.6799926757812,1996,1000000.0
406,356500.0,6987499.999999999,1034.5875244140625,1996,1000000.0
407,356499.99999999994,6988499.999999998,1146.2025146484375,1996,1000000.0
408,356500.0,6989500.0,1406.824951171875,1996,1000000.0
409,356500.0000000001,6990500.000000002,1261.219970703125,1996,1000000.0
410,356500.0,6991499.999999999,1053.06494140625,1996,1000000.0
411,356500.0,6992500.000000001,1364.219970703125,1996,1000000.0
412,356500.0,6993499.999999999,1391.97998046875,1996,1000000.0
413,356500.0,6994500.0,1040.717529296875,1996,1000000.0
414,356500.0,6995500.0,963.489990234375,1996,1000000.0
415,356473.65940517024,6996481.229658612,1011.1300048828125,1996,942690.7702285516
416,356313.7129652556,6997224.115843177,1055.97998046875,1996,314819.116686808
417,357579.9169867204,6984625.942932851,917.91748046875,1996,690475.3101448112
418,357500.0,6985499.999999999,924.4724731445312,1996,1000000.0
419,357500.0,6986499.999999999,983.4124755859375,1996,1000000.0
420,357500.0,6987499.999999999,1096.2724609375,1996,1000000.0
421,357500.0,6988499.999999998,1199.37744140625,1996,1000000.0
422,357471.7370791895,6989492.4478943655,1337.927490234375,1996,940793.1568035092
423,357500.0,6990500.0,1216.6524658203125,1996,1000000.0
424,357500.0,6991499.999999999,1190.0450439453125,1996,1000000.0
425,357500.00000000006,6992500.000000001,1483.737548828125,1996,1000000.0
